amfi_code,date,nav,fund_name,fund_house,scheme_category
,2023-05-02,127.3545,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-05-03,127.493,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-05-04,128.1846,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-05-05,127.7371,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-05-08,128.9877,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-05-09,128.8274,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-05-10,129.4546,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-05-11,130.2851,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-05-12,130.1433,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-05-15,130.5259,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-05-16,130.8127,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-05-17,130.5682,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-05-18,130.6447,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-05-19,130.2383,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-05-22,131.1264,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-05-23,130.87,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-05-24,130.9864,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-05-25,131.1635,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-05-26,131.5821,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-05-29,131.7139,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-05-30,131.9012,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-05-31,132.2913,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-06-01,132.3341,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-06-02,132.614,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-06-05,133.1177,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-06-06,133.5734,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-06-07,134.9855,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-06-08,134.5646,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-06-09,134.1118,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-06-12,134.7018,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-06-13,135.9844,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-06-14,136.5423,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-06-15,136.6775,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-06-16,137.2618,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-06-19,137.0258,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-06-20,137.3878,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-06-21,137.8518,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-06-22,137.2514,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-06-23,136.3524,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-06-26,137.1738,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-06-27,137.5173,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-06-28,137.561,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-06-30,138.0883,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-07-03,138.6742,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-07-04,138.2876,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-07-05,138.9579,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-07-06,139.6278,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-07-07,139.5112,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-07-10,139.4743,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-07-11,139.9054,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-07-12,140.8036,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-07-13,140.3448,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-07-14,141.0983,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-07-17,142.205,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-07-18,141.8948,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-07-19,142.4317,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-07-20,143.0615,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-07-21,142.8064,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-07-24,143.1832,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-07-25,143.1863,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-07-26,143.6188,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-07-27,143.8359,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-07-28,144.5824,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-07-31,146.1582,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-08-01,146.7457,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-08-02,145.4234,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-08-03,145.0795,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-08-04,145.7129,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-08-07,145.7272,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-08-08,145.5002,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-08-09,146.3293,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-08-10,145.4723,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-08-11,145.5881,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-08-14,145.3391,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-08-16,145.847,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-08-17,145.501,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-08-18,145.4976,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-08-21,145.9692,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-08-22,147.4207,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-08-23,147.6666,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-08-24,147.6233,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-08-25,147.0885,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-08-28,148.1074,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-08-29,148.5692,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-08-30,149.2884,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-08-31,150.2306,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-09-01,150.4126,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-09-04,151.5748,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-09-05,151.7655,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-09-06,151.6147,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-09-07,153.151,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-09-08,153.8431,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-09-11,154.9908,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-09-12,151.6583,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-09-13,151.9055,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-09-14,153.1389,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-09-15,153.193,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-09-18,152.7061,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-09-20,152.9313,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-09-21,150.8272,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-09-22,151.2597,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-09-25,151.1966,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-09-26,151.1526,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-09-27,151.7553,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-09-29,151.2497,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-10-03,151.7295,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-10-04,150.848,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-10-05,151.0584,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-10-06,151.72,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-10-09,149.6845,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-10-10,150.8563,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-10-11,151.7229,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-10-12,152.0191,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-10-13,151.9922,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-10-16,152.9747,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-10-17,153.4866,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-10-18,153.6252,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-10-19,153.637,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-10-20,152.8916,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-10-23,148.0186,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-10-25,146.7862,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-10-26,145.453,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-10-27,147.2793,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-10-30,147.1974,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-10-31,147.5626,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-11-01,147.1546,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-11-02,147.8192,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-11-03,148.7205,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-11-06,149.592,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-11-07,150.0494,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-11-08,150.5331,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-11-09,150.3998,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-11-10,150.5781,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-11-13,151.314,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-11-15,152.7398,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-11-16,152.8377,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-11-17,153.408,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-11-20,153.9873,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-11-21,154.9701,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-11-22,154.4341,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-11-23,154.3926,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-11-24,154.683,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-11-28,155.6451,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-11-29,155.7105,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-11-30,157.4314,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-12-01,157.4176,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-12-04,158.8101,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-12-05,159.5041,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-12-06,159.4849,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-12-07,159.9568,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-12-08,159.5553,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-12-11,159.7954,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-12-12,159.4436,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-12-13,159.9402,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-12-14,161.0609,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-12-15,161.5428,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-12-18,161.4356,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-12-19,161.0618,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-12-20,157.127,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-12-21,158.6327,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-12-22,159.2023,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-12-26,159.3241,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-12-27,159.8029,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-12-28,159.9625,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2023-12-29,161.2357,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-01-01,161.4272,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-01-02,162.0646,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-01-03,162.106,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-01-04,162.7609,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-01-05,163.7499,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-01-08,162.5916,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-01-09,162.8311,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-01-10,162.7562,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-01-11,163.7165,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-01-12,164.2106,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-01-15,165.0183,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-01-16,164.4321,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-01-17,162.9031,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-01-18,162.2609,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-01-19,162.8323,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-01-23,161.1305,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-01-24,162.9044,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-01-25,163.0642,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-01-29,164.243,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-01-30,163.8854,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-01-31,167.0853,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-02-01,166.5191,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-02-02,166.8172,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-02-05,165.8049,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-02-06,168.0277,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-02-07,168.7067,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-02-08,168.6894,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-02-09,168.0813,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-02-12,165.3607,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-02-13,166.3553,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-02-14,168.0551,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-02-15,168.783,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-02-16,169.6879,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-02-19,169.6421,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-02-20,169.7975,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-02-21,169.2609,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-02-22,169.453,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-02-23,170.7513,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-02-26,170.7723,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-02-27,171.1506,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-02-28,169.6781,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-02-29,169.9634,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-03-01,171.3862,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-03-04,172.0116,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-03-05,171.4449,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-03-06,168.7803,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-03-07,169.9846,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-03-11,168.4794,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-03-12,166.2062,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-03-13,160.5835,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-03-14,162.5619,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-03-15,162.6157,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-03-18,163.1055,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-03-19,162.3885,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-03-20,162.0769,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-03-21,165.0148,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-03-22,166.5897,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-03-26,166.3844,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-03-27,167.1819,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-03-28,167.8139,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-03-31,167.8136,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-04-01,171.3184,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-04-02,172.3272,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-04-03,173.6926,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-04-04,174.6364,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-04-05,175.3538,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-04-08,175.5646,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-04-09,175.3061,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-04-10,176.9202,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-04-12,175.8047,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-04-15,174.1554,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-04-16,174.6419,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-04-18,174.7465,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-04-19,175.6445,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-04-22,177.2586,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-04-23,178.2084,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-04-24,179.5328,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-04-25,180.4345,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-04-26,180.425,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-04-29,181.053,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-04-30,181.4347,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-05-02,181.828,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-05-03,180.5829,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-05-06,179.8196,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-05-07,178.2565,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-05-08,179.0846,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-05-09,174.9782,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-05-10,175.7796,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-05-13,175.8048,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-05-14,177.7655,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-05-15,179.5407,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-05-16,181.9138,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-05-17,183.6697,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-05-21,184.7749,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-05-22,185.1718,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-05-23,184.8647,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-05-24,184.2296,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-05-27,183.9672,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-05-28,183.2963,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-05-29,183.9199,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-05-30,181.9907,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-05-31,183.555,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-06-03,186.9155,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-06-04,178.3591,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-06-05,183.0496,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-06-06,186.5083,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-06-07,189.5698,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-06-10,192.3518,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-06-11,193.7358,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-06-12,195.4415,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-06-13,196.4383,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-06-14,198.1281,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-06-18,198.2516,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-06-19,197.8645,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-06-20,198.7321,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-06-21,198.8453,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-06-24,198.9645,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-06-25,199.2888,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-06-26,198.6826,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-06-27,197.541,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-06-28,197.8746,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-06-30,197.8755,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-07-01,200.4556,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-07-02,200.5912,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-07-03,202.9049,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-07-04,203.5723,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-07-05,204.8921,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-07-08,203.9505,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-07-09,204.7434,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-07-10,204.005,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-07-11,205.3326,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-07-12,204.3766,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-07-15,204.2651,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-07-16,204.6439,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-07-18,203.6047,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-07-19,200.7347,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-07-22,202.0355,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-07-23,201.7018,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-07-24,204.4677,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-07-25,203.7419,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-07-26,205.4205,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-07-29,208.2548,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-07-30,208.6912,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-07-31,208.4358,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-08-01,207.8403,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-08-02,206.2035,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-08-05,199.5619,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-08-06,199.0114,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-08-07,202.0034,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-08-08,201.0925,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-08-09,201.5699,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-08-12,202.1742,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-08-13,201.6101,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-08-14,200.5532,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-08-16,202.8471,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-08-19,204.1016,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-08-20,204.2778,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-08-21,205.6904,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-08-22,206.1419,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-08-23,206.3889,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-08-26,206.7864,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-08-27,207.4904,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-08-28,207.8987,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-08-29,207.0499,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-08-30,208.4168,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-08-31,208.4167,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-09-02,208.3113,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2024-09-03,209.171,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
